0.02, 1.21, 0.02, 0.02, 0.02, 2.82, 2.95, 3.14, 
0.02, 1.92, 0.02, 0.02, 0.32, 2.93, 2.99, 3.14, 
0.02, 2.51, 0.02, 0.02, 0.76, 3.01, 2.84, 3.11, 
0.02, 2.69, 0.02, 0.02, 1.62, 3.05, 2.54, 3.08, 
0.61, 2.83, 0.02, 0.02, 2.12, 3.05, 2.18, 3.01, 
1.90, 2.92, 0.17, 0.02, 2.28, 3.03, 1.80, 2.88, 
2.60, 2.97, 0.69, 0.02, 2.60, 3.03, 1.22, 2.65, 
2.77, 2.99, 0.98, 0.08, 2.73, 3.03, 0.56, 2.23, 
2.82, 3.02, 1.11, 0.45, 2.75, 3.02, 0.22, 1.52, 
2.86, 3.05, 1.21, 0.96, 2.81, 3.03, 0.06, 1.04, 
2.82, 3.04, 0.95, 1.19, 2.82, 2.96, 0.03, 0.75, 
2.06, 2.83, 0.38, 0.95, 2.20, 2.50, 0.02, 0.34, 
0.90, 1.86, 0.12, 0.40, 1.17, 1.55, 0.02, 0.13, 
0.36, 0.85, 0.03, 0.13, 0.56, 0.74, 0.02, 0.04, 
0.11, 0.37, 0.02, 0.03, 0.25, 0.34, 0.02, 0.02, 
0.03, 0.14, 0.02, 0.02, 0.10, 0.14, 0.02, 0.02, 
0.02, 0.04, 0.02, 0.02, 0.03, 0.05, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.03, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.11, 0.47, 1.97, 
0.02, 0.04, 0.02, 0.02, 0.02, 1.16, 2.86, 3.12, 
0.02, 1.11, 0.02, 0.02, 0.49, 2.84, 2.91, 3.14, 
0.02, 1.75, 0.02, 0.02, 0.94, 2.96, 2.96, 3.14, 
0.02, 2.18, 0.02, 0.02, 1.00, 2.99, 2.91, 3.12, 
0.11, 2.66, 0.02, 0.02, 0.99, 3.00, 2.69, 3.07, 
2.12, 2.89, 0.04, 0.02, 1.40, 2.99, 2.08, 2.92, 
2.82, 2.99, 0.72, 0.02, 2.16, 2.98, 1.16, 2.44, 
2.98, 3.05, 1.24, 0.46, 2.55, 2.93, 0.52, 1.48, 
3.05, 3.09, 1.70, 1.02, 2.70, 2.92, 0.20, 1.11, 
3.08, 3.11, 1.95, 1.40, 2.76, 2.90, 0.05, 0.79, 
3.11, 3.13, 1.93, 1.54, 2.61, 2.77, 0.03, 0.55, 
3.10, 3.11, 1.50, 1.12, 2.19, 2.34, 0.02, 0.31, 
2.80, 2.92, 0.86, 0.45, 1.17, 1.25, 0.02, 0.11, 
1.50, 2.13, 0.36, 0.16, 0.56, 0.59, 0.02, 0.04, 
0.64, 1.01, 0.12, 0.04, 0.25, 0.26, 0.02, 0.02, 
0.24, 0.45, 0.03, 0.02, 0.09, 0.10, 0.02, 0.02, 
0.07, 0.18, 0.02, 0.02, 0.03, 0.04, 0.02, 0.02, 
0.03, 0.05, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.03, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.09, 0.19, 0.81, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.69, 2.63, 3.09, 
0.02, 0.02, 0.02, 0.02, 0.02, 2.02, 2.84, 3.13, 
0.02, 0.11, 0.02, 0.02, 0.02, 2.80, 2.94, 3.14, 
0.02, 0.62, 0.02, 0.02, 0.10, 2.93, 2.96, 3.15, 
0.02, 1.23, 0.02, 0.02, 0.26, 2.97, 2.93, 3.13, 
0.02, 2.09, 0.02, 0.02, 0.56, 3.01, 2.71, 3.10, 
0.02, 2.47, 0.02, 0.02, 0.85, 3.01, 2.30, 3.05, 
0.10, 2.63, 0.02, 0.02, 1.29, 3.00, 1.87, 2.95, 
1.05, 2.73, 0.08, 0.02, 1.79, 3.00, 1.46, 2.83, 
2.39, 2.87, 0.24, 0.02, 1.96, 2.97, 0.82, 2.50, 
2.87, 3.02, 1.07, 0.06, 2.19, 2.92, 0.35, 1.58, 
3.03, 3.08, 1.69, 0.87, 2.43, 2.89, 0.12, 1.08, 
3.04, 3.08, 1.44, 0.99, 2.23, 2.63, 0.03, 0.72, 
2.75, 2.86, 0.68, 0.39, 1.30, 1.75, 0.03, 0.43, 
1.54, 1.99, 0.27, 0.12, 0.61, 0.87, 0.02, 0.17, 
0.66, 0.94, 0.08, 0.03, 0.27, 0.40, 0.02, 0.09, 
0.25, 0.41, 0.03, 0.02, 0.10, 0.16, 0.02, 0.17, 
0.07, 0.16, 0.02, 0.02, 0.03, 0.05, 0.02, 0.29, 
0.03, 0.05, 0.02, 0.02, 0.02, 0.03, 0.02, 0.31, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.21, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.12, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.04, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.07, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.12, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.86, 2.63, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.77, 2.50, 3.10, 
0.02, 0.02, 0.02, 0.02, 0.02, 2.06, 2.73, 3.13, 
0.02, 0.35, 0.02, 0.02, 0.44, 2.98, 2.82, 3.14, 
0.02, 1.46, 0.02, 0.02, 1.48, 3.06, 2.77, 3.14, 
0.02, 2.19, 0.02, 0.02, 2.48, 3.09, 2.50, 3.11, 
0.02, 2.63, 0.02, 0.02, 2.85, 3.10, 1.94, 3.06, 
0.02, 2.79, 0.02, 0.02, 2.95, 3.11, 1.40, 2.96, 
0.02, 2.88, 0.02, 0.28, 3.00, 3.11, 0.74, 2.88, 
0.86, 2.93, 0.02, 0.72, 3.04, 3.12, 0.31, 2.74, 
2.10, 3.00, 0.02, 1.17, 3.05, 3.11, 0.09, 2.19, 
2.62, 3.05, 0.02, 1.49, 3.06, 3.09, 0.03, 1.37, 
2.75, 3.08, 0.02, 1.74, 3.06, 3.08, 0.02, 0.97, 
2.82, 3.10, 0.02, 1.90, 3.06, 3.08, 0.02, 0.65, 
2.84, 3.11, 0.02, 2.04, 3.04, 3.05, 0.02, 0.29, 
2.68, 3.07, 0.02, 1.71, 2.71, 2.79, 0.02, 0.10, 
1.60, 2.81, 0.02, 0.74, 2.04, 1.91, 0.02, 0.03, 
0.68, 1.96, 0.02, 0.32, 1.20, 0.91, 0.02, 0.02, 
0.27, 0.90, 0.02, 0.11, 0.59, 0.43, 0.02, 0.02, 
0.08, 0.40, 0.02, 0.03, 0.27, 0.18, 0.02, 0.02, 
0.03, 0.16, 0.02, 0.02, 0.11, 0.06, 0.02, 0.02, 
0.02, 0.05, 0.02, 0.02, 0.04, 0.03, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.21, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.03, 1.14, 2.77, 
0.02, 0.02, 0.02, 0.02, 0.02, 1.72, 2.33, 3.09, 
0.02, 0.02, 0.02, 0.02, 0.34, 2.74, 2.82, 3.12, 
0.02, 0.37, 0.02, 0.02, 0.75, 2.91, 2.93, 3.13, 
0.02, 1.57, 0.02, 0.02, 1.09, 2.99, 2.87, 3.11, 
0.02, 2.43, 0.02, 0.02, 1.67, 3.02, 2.50, 3.05, 
0.42, 2.71, 0.02, 0.02, 2.10, 3.01, 1.99, 2.96, 
2.11, 2.84, 0.02, 0.02, 1.95, 2.99, 1.63, 2.85, 
2.63, 2.93, 0.02, 0.02, 2.19, 2.99, 0.87, 2.59, 
2.82, 2.98, 0.37, 0.02, 2.36, 2.99, 0.38, 2.00, 
2.98, 3.04, 1.06, 0.30, 2.41, 2.95, 0.13, 1.38, 
3.08, 3.10, 1.70, 1.03, 2.50, 2.88, 0.04, 1.02, 
3.12, 3.13, 1.90, 1.35, 2.46, 2.61, 0.03, 0.66, 
3.12, 3.10, 1.57, 0.93, 1.80, 1.89, 0.02, 0.32, 
3.00, 2.96, 1.15, 0.36, 0.86, 0.94, 0.02, 0.12, 
2.30, 2.43, 0.59, 0.11, 0.40, 0.44, 0.02, 0.04, 
1.04, 1.29, 0.23, 0.03, 0.17, 0.18, 0.02, 0.02, 
0.43, 0.58, 0.06, 0.02, 0.06, 0.06, 0.02, 0.02, 
0.15, 0.24, 0.03, 0.02, 0.03, 0.03, 0.02, 0.02, 
0.04, 0.08, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.03, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.31, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.59, 0.88, 2.88, 
0.02, 0.33, 0.02, 0.02, 0.02, 2.36, 1.47, 3.06, 
0.02, 1.27, 0.02, 0.02, 0.05, 2.82, 2.18, 3.11, 
0.02, 1.87, 0.02, 0.02, 0.26, 2.93, 2.60, 3.12, 
0.02, 2.40, 0.02, 0.02, 0.65, 2.98, 2.57, 3.11, 
0.31, 2.69, 0.02, 0.02, 1.07, 2.99, 2.15, 3.05, 
1.64, 2.74, 0.02, 0.02, 1.42, 2.98, 1.69, 2.96, 
2.40, 2.77, 0.08, 0.02, 1.34, 2.94, 0.93, 2.81, 
2.68, 2.82, 0.57, 0.02, 1.27, 2.89, 0.40, 2.53, 
2.82, 2.89, 1.13, 0.02, 1.24, 2.85, 0.14, 2.13, 
2.93, 2.98, 1.58, 0.02, 1.53, 2.83, 0.04, 1.65, 
3.02, 3.03, 2.07, 0.19, 1.93, 2.75, 0.03, 1.21, 
3.08, 3.05, 2.18, 0.51, 2.00, 2.50, 0.02, 0.87, 
3.08, 3.02, 1.70, 0.17, 1.30, 1.65, 0.02, 0.69, 
2.99, 2.84, 1.33, 0.03, 0.59, 0.80, 0.02, 0.56, 
2.56, 2.27, 0.88, 0.02, 0.25, 0.37, 0.02, 0.26, 
1.35, 1.22, 0.39, 0.02, 0.09, 0.14, 0.02, 0.16, 
0.58, 0.55, 0.14, 0.02, 0.03, 0.05, 0.02, 0.39, 
0.22, 0.22, 0.04, 0.02, 0.02, 0.03, 0.02, 0.51, 
0.06, 0.07, 0.02, 0.02, 0.02, 0.02, 0.02, 0.54, 
0.03, 0.03, 0.02, 0.02, 0.02, 0.02, 0.02, 0.54, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.54, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.54, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.54, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.52, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.09, 0.09, 1.47, 
0.02, 0.02, 0.02, 0.02, 0.02, 1.47, 1.43, 3.01, 
0.02, 0.02, 0.02, 0.02, 0.02, 2.46, 1.91, 3.10, 
0.02, 0.29, 0.02, 0.02, 0.02, 2.71, 2.36, 3.13, 
0.02, 0.74, 0.02, 0.02, 0.02, 2.82, 2.57, 3.14, 
0.02, 0.98, 0.02, 0.02, 0.02, 2.83, 2.63, 3.14, 
0.02, 1.12, 0.02, 0.02, 0.02, 2.81, 2.58, 3.14, 
0.02, 1.63, 0.02, 0.02, 0.03, 2.84, 2.37, 3.13, 
0.65, 2.09, 0.02, 0.02, 0.09, 2.87, 1.90, 3.07, 
2.10, 2.57, 0.12, 0.02, 0.45, 2.89, 1.34, 2.96, 
2.68, 2.80, 0.71, 0.02, 0.98, 2.89, 0.62, 2.81, 
2.87, 2.94, 1.26, 0.02, 1.81, 2.86, 0.25, 2.43, 
2.96, 3.01, 1.78, 0.02, 2.15, 2.77, 0.11, 1.66, 
3.01, 3.02, 1.81, 0.02, 2.00, 2.59, 0.03, 1.12, 
2.95, 2.88, 1.41, 0.02, 1.21, 1.85, 0.02, 0.87, 
2.51, 2.25, 0.72, 0.02, 0.55, 0.92, 0.02, 0.73, 
1.23, 1.15, 0.30, 0.02, 0.23, 0.43, 0.02, 0.67, 
0.52, 0.52, 0.09, 0.02, 0.08, 0.18, 0.02, 0.64, 
0.19, 0.21, 0.03, 0.02, 0.03, 0.06, 0.02, 0.64, 
0.05, 0.06, 0.02, 0.02, 0.02, 0.03, 0.02, 0.64, 
0.03, 0.03, 0.02, 0.02, 0.02, 0.02, 0.02, 0.62, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.60, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.58, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.58, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.57, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.08, 1.67, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.21, 1.81, 3.13, 
0.02, 0.02, 0.02, 0.02, 0.08, 1.79, 2.27, 3.15, 
0.02, 0.02, 0.02, 0.02, 0.30, 2.82, 2.44, 3.15, 
0.02, 0.68, 0.02, 0.02, 0.43, 2.92, 2.13, 3.12, 
0.90, 2.30, 0.03, 0.02, 1.11, 2.95, 1.54, 3.04, 
2.59, 2.84, 0.26, 0.02, 2.26, 2.96, 0.70, 2.79, 
2.90, 3.00, 1.05, 0.02, 2.73, 2.92, 0.30, 1.98, 
3.02, 3.06, 1.88, 0.60, 2.86, 2.90, 0.09, 1.20, 
3.08, 3.11, 2.02, 1.10, 2.88, 2.80, 0.03, 0.86, 
2.98, 3.05, 1.32, 0.85, 2.43, 2.38, 0.02, 0.66, 
1.72, 2.19, 0.58, 0.32, 1.25, 1.39, 0.02, 0.53, 
0.73, 1.01, 0.22, 0.09, 0.60, 0.68, 0.02, 0.58, 
0.28, 0.44, 0.06, 0.03, 0.27, 0.30, 0.02, 0.62, 
0.08, 0.17, 0.03, 0.02, 0.10, 0.11, 0.02, 0.62, 
0.03, 0.05, 0.02, 0.02, 0.03, 0.04, 0.02, 0.62, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.60, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.55, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.52, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.51, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.52, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.19, 1.88, 
0.02, 0.05, 0.02, 0.02, 0.02, 1.01, 1.72, 3.10, 
0.02, 0.79, 0.02, 0.02, 0.10, 2.78, 2.22, 3.13, 
0.02, 1.26, 0.07, 0.02, 0.06, 2.89, 2.31, 3.11, 
0.02, 1.56, 0.32, 0.02, 0.02, 2.84, 2.05, 3.06, 
0.52, 1.97, 0.48, 0.02, 0.02, 2.85, 1.81, 2.99, 
1.83, 2.48, 0.65, 0.02, 0.07, 2.88, 1.28, 2.86, 
2.69, 2.82, 1.28, 0.02, 0.54, 2.87, 0.57, 2.43, 
2.98, 3.02, 2.13, 0.02, 1.12, 2.80, 0.22, 1.59, 
3.09, 3.07, 2.21, 0.32, 1.72, 2.60, 0.06, 1.02, 
3.07, 3.05, 1.55, 0.07, 1.29, 1.93, 0.03, 0.77, 
2.71, 2.57, 0.77, 0.02, 0.58, 1.02, 0.02, 0.46, 
1.43, 1.34, 0.33, 0.02, 0.24, 0.47, 0.02, 0.19, 
0.61, 0.61, 0.11, 0.02, 0.08, 0.20, 0.02, 0.42, 
0.24, 0.25, 0.03, 0.02, 0.03, 0.06, 0.02, 0.58, 
0.07, 0.08, 0.02, 0.02, 0.02, 0.03, 0.02, 0.64, 
0.03, 0.03, 0.02, 0.02, 0.02, 0.02, 0.02, 0.65, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.63, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.60, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.59, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.59, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.75, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.39, 1.18, 3.09, 
0.02, 0.30, 0.02, 0.02, 0.02, 1.89, 2.31, 3.14, 
0.02, 0.91, 0.02, 0.02, 0.02, 2.83, 2.55, 3.14, 
0.02, 0.92, 0.02, 0.02, 0.02, 2.84, 2.50, 3.13, 
0.02, 1.17, 0.17, 0.02, 0.02, 2.84, 2.26, 3.08, 
0.20, 1.69, 0.45, 0.02, 0.02, 2.85, 1.86, 2.98, 
1.82, 2.46, 0.70, 0.02, 0.02, 2.83, 1.11, 2.76, 
2.79, 2.90, 1.27, 0.02, 0.30, 2.75, 0.49, 2.07, 
3.04, 3.05, 2.03, 0.02, 0.71, 2.50, 0.18, 1.30, 
3.09, 3.06, 1.65, 0.02, 0.65, 2.11, 0.05, 0.90, 
2.86, 2.68, 0.98, 0.02, 0.23, 1.31, 0.03, 0.64, 
1.70, 1.65, 0.43, 0.02, 0.06, 0.61, 0.02, 0.28, 
0.73, 0.76, 0.16, 0.02, 0.02, 0.27, 0.02, 0.44, 
0.29, 0.32, 0.04, 0.02, 0.02, 0.10, 0.02, 0.60, 
0.09, 0.11, 0.02, 0.02, 0.02, 0.04, 0.02, 0.66, 
0.03, 0.04, 0.02, 0.02, 0.02, 0.02, 0.02, 0.67, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.63, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.62, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.59, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.58, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.58, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.32, 0.50, 2.46, 
0.02, 0.08, 0.02, 0.02, 0.02, 1.50, 1.36, 3.04, 
0.02, 0.83, 0.02, 0.02, 0.02, 2.67, 2.47, 3.11, 
0.02, 1.28, 0.02, 0.02, 0.02, 2.89, 2.77, 3.13, 
0.73, 1.61, 0.02, 0.02, 0.02, 2.87, 2.64, 3.10, 
1.90, 2.30, 0.34, 0.02, 0.02, 2.84, 2.06, 2.97, 
2.82, 2.83, 1.19, 0.02, 0.07, 2.81, 1.05, 2.59, 
3.07, 3.03, 2.32, 0.02, 0.27, 2.54, 0.46, 1.64, 
3.13, 3.09, 2.54, 0.02, 0.67, 2.15, 0.17, 1.02, 
3.15, 3.09, 2.03, 0.02, 0.39, 1.53, 0.04, 0.75, 
3.12, 2.97, 1.54, 0.02, 0.11, 0.80, 0.03, 0.48, 
2.67, 2.30, 0.90, 0.02, 0.03, 0.36, 0.02, 0.20, 
1.24, 1.18, 0.40, 0.02, 0.02, 0.14, 0.02, 0.12, 
0.53, 0.53, 0.15, 0.02, 0.02, 0.05, 0.02, 0.43, 
0.20, 0.21, 0.04, 0.02, 0.02, 0.03, 0.02, 0.54, 
0.05, 0.07, 0.02, 0.02, 0.02, 0.02, 0.02, 0.58, 
0.03, 0.03, 0.02, 0.02, 0.02, 0.02, 0.02, 0.57, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.54, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.53, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.58, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.14, 0.75, 3.00, 
0.02, 0.02, 0.02, 0.02, 0.02, 1.22, 1.63, 3.12, 
0.02, 0.63, 0.02, 0.02, 0.02, 2.72, 2.05, 3.14, 
0.02, 1.30, 0.02, 0.02, 0.20, 2.99, 2.18, 3.14, 
0.02, 1.60, 0.02, 0.02, 0.34, 3.01, 2.08, 3.14, 
0.02, 1.99, 0.02, 0.02, 0.78, 3.04, 1.86, 3.12, 
0.02, 2.46, 0.02, 0.02, 1.61, 3.07, 1.70, 3.09, 
0.98, 2.82, 0.02, 0.02, 2.31, 3.08, 1.34, 3.01, 
2.35, 2.97, 0.02, 0.02, 2.63, 3.05, 0.80, 2.81, 
2.86, 3.07, 0.17, 0.02, 2.73, 3.01, 0.33, 2.08, 
3.06, 3.13, 0.85, 0.59, 2.82, 2.96, 0.10, 1.23, 
3.11, 3.15, 1.10, 0.99, 2.69, 2.74, 0.03, 0.85, 
3.06, 3.11, 0.61, 0.44, 1.76, 2.04, 0.02, 0.57, 
2.37, 2.73, 0.22, 0.14, 0.84, 1.01, 0.02, 0.24, 
1.05, 1.55, 0.06, 0.03, 0.39, 0.47, 0.02, 0.08, 
0.44, 0.71, 0.02, 0.02, 0.16, 0.20, 0.02, 0.03, 
0.16, 0.31, 0.02, 0.02, 0.05, 0.07, 0.02, 0.02, 
0.04, 0.11, 0.02, 0.02, 0.03, 0.03, 0.02, 0.02, 
0.03, 0.04, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.21, 
0.02, 0.02, 0.02, 0.02, 0.02, 0.33, 0.79, 3.00, 
0.02, 0.32, 0.02, 0.02, 0.02, 1.98, 2.22, 3.13, 
0.02, 1.41, 0.02, 0.02, 0.46, 2.92, 2.59, 3.15, 
0.02, 2.17, 0.02, 0.02, 0.82, 3.00, 2.62, 3.14, 
0.03, 2.53, 0.02, 0.02, 1.32, 3.02, 2.45, 3.12, 
1.47, 2.84, 0.02, 0.02, 1.95, 3.04, 2.03, 3.05, 
2.66, 2.98, 0.02, 0.02, 2.42, 3.03, 1.37, 2.90, 
2.90, 3.02, 0.20, 0.02, 2.52, 2.99, 0.63, 2.53, 
3.03, 3.06, 0.87, 0.02, 2.36, 2.90, 0.25, 1.85, 
3.10, 3.09, 1.52, 0.22, 2.39, 2.84, 0.07, 1.17, 
3.12, 3.11, 1.78, 0.80, 2.43, 2.74, 0.03, 0.80, 
3.05, 3.06, 1.08, 0.49, 1.70, 2.20, 0.02, 0.64, 
2.21, 2.61, 0.46, 0.15, 0.79, 1.21, 0.02, 0.39, 
0.95, 1.48, 0.17, 0.03, 0.36, 0.57, 0.02, 0.35, 
0.39, 0.67, 0.04, 0.02, 0.14, 0.25, 0.02, 0.42, 
0.13, 0.28, 0.02, 0.02, 0.05, 0.09, 0.02, 0.45, 
0.04, 0.10, 0.02, 0.02, 0.03, 0.03, 0.02, 0.44, 
